UUID,mainThumbURL,imageLicense,dataSource,wikidataQID
c2ae2a96-65a9-5108-822a-c46ea2ca256c,https://images.weserv.nl/?w=300&h=300&fit=cover&url=https%3A%2F%2Fdata.unesco.org%2Fapi%2Fexplore%2Fv2.1%2Fcatalog%2Fdatasets%2Fwhc001%2Ffiles%2Fb58242854bda9264ca30135b8f7fbf7a,,proxy-csv,
449fffad-b553-525a-9b74-871b1a4a3f05,https://images.weserv.nl/?w=300&h=300&fit=cover&url=https%3A%2F%2Fdata.unesco.org%2Fapi%2Fexplore%2Fv2.1%2Fcatalog%2Fdatasets%2Fwhc001%2Ffiles%2F6698b99d973a1bbe2f7892d9876780e5,,proxy-csv,
e821f311-245c-5af2-97fc-b6b961d23d4e,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Ruins_of_Gordion_3.JPG/330px-Ruins_of_Gordion_3.JPG,,wikipedia-fr,
27226653-5716-50e5-acaa-e8c305a175b3,https://images.weserv.nl/?w=300&h=300&fit=cover&url=https%3A%2F%2Fdata.unesco.org%2Fapi%2Fexplore%2Fv2.1%2Fcatalog%2Fdatasets%2Fwhc001%2Ffiles%2F322903c6e25d9783779bdfc1e88df383,,proxy-csv,
48ddf9d1-dafe-50c3-a793-c22d11ce77a7,https://images.weserv.nl/?w=300&h=300&fit=cover&url=https%3A%2F%2Fdata.unesco.org%2Fapi%2Fexplore%2Fv2.1%2Fcatalog%2Fdatasets%2Fwhc001%2Ffiles%2Fb4751c641c7394665ba13034aa53f754,,proxy-csv,
59d9199b-9b0c-5a2f-a8ef-680fd43ffd8b,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Flag_of_Turkey.svg/langde-330px-Flag_of_Turkey.svg.png,,wikipedia-de,
8daf9fb8-576c-5fd2-a842-cdb8004f147c,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Bidaa_Bint_Saud_Grave.jpg/330px-Bidaa_Bint_Saud_Grave.jpg,,wikipedia-es,
d0e27a3f-158a-51dd-9f21-e83ecfa3dd34,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Tristan_Map.png/330px-Tristan_Map.png,,wikipedia-en,
90f17519-b94b-5b82-8e9a-5409eb16fa8c,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/The_Coldstream_Guards_Troop_Their_Colour_MOD_45165212.jpg/330px-The_Coldstream_Guards_Troop_Their_Colour_MOD_45165212.jpg,,wikipedia-en,
f8f1e04f-03ee-5ca0-8a1b-05d091b8cf1e,https://images.weserv.nl/?w=300&h=300&fit=cover&url=https%3A%2F%2Fdata.unesco.org%2Fapi%2Fexplore%2Fv2.1%2Fcatalog%2Fdatasets%2Fwhc001%2Ffiles%2F1a4ea55574ad09b7baff5a403c75a785,,proxy-csv,
78213f64-ffed-5e38-83de-5f7eb592ca39,https://images.weserv.nl/?w=300&h=300&fit=cover&url=https%3A%2F%2Fdata.unesco.org%2Fapi%2Fexplore%2Fv2.1%2Fcatalog%2Fdatasets%2Fwhc001%2Ffiles%2Ff5f62e62455ea3a3d493a0dcdf1d5b10,,proxy-csv,
0de8315f-fc67-58a9-8e49-10d82ebb85c5,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Green_turtle_Palmyra_Atoll_National_Wildlife_Refuge.jpg/330px-Green_turtle_Palmyra_Atoll_National_Wildlife_Refuge.jpg,,wikipedia-fr,
27d951fe-d984-51d7-8374-4823f4152513,https://images.weserv.nl/?w=300&h=300&fit=cover&url=https%3A%2F%2Fdata.unesco.org%2Fapi%2Fexplore%2Fv2.1%2Fcatalog%2Fdatasets%2Fwhc001%2Ffiles%2F0beb5cf6adb90cac26c470db06963aba,,proxy-csv,
2f179b38-86d7-533e-8e4a-36ab67985b06,https://images.weserv.nl/?w=300&h=300&fit=cover&url=https%3A%2F%2Fdata.unesco.org%2Fapi%2Fexplore%2Fv2.1%2Fcatalog%2Fdatasets%2Fwhc001%2Ffiles%2F56195c2fc3c25e375e33ff406a1ede86,,proxy-csv,
